Date,State,District,Mine_Name,Latitude,Longitude,CO2_ppm,CH4_ppm,PM2_5,PM10,SO2_ppm,NOx_ppm,Temperature_C,Humidity_%,Wind_Speed_m/s,Rainfall_mm,Mine_Depth_m,Coal_Output_ton/day,Operation_Shift_Hours,Energy_Consumed_MWh,Emission_Index,Carbon_Offset_Trees,CH4_to_Ethanol_Liters,CO2_to_Biogas_Liters,Anomaly_Score,Forecast_Emission,Carbon_Credits_Potential_INR,Reforestation_Area_ha,Health_Risk_Index
2023-10-24,Chhattisgarh,Raigarh,Jampali,21.977,83.352,448.623174901319,1.9608096279639669,29.941159046428265,106.13286564279908,14.699747240067566,19.259734527300672,39.409084083257525,82.2531951660135,2.5159524978133367,7.498815992572073,200,13296,20,7370.736354895948,7.636377388856107,4,910.2526658345002,134126.2046097634,0,7.899019860815465,517.5807516750166,1.0768288102812869,35.90093356919418
2021-02-01,Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,424.3735900021914,1.8204759331976135,32.526293979422405,105.48481734430973,20.32670644807356,30.316259860584672,22.1662533544052,84.85133691845043,1.964834101088568,1.8405502367366884,80,12045,24,7255.0230649275245,16.431189169594177,14,753.4672256354662,96861.2176133565,0,17.463286232545176,1240.392549555096,1.516200925325537,14.013420074680337
2020-02-05,Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,478.21580550787087,1.5771350112951597,58.056688709082174,152.7875704378099,23.866508584339265,16.38335272184074,22.338596913226652,71.40489579192214,3.055650298411321,9.645756886421115,140,15458,16,7832.540278449242,24.28000380692137,0,848.8855512546515,164237.97706699398,0,24.118137697881345,1362.8807212637305,0.8519554935731638,39.50246890862395
2020-09-15,Jharkhand,Dhanbad,Jharia,23.77,86.42,375.449585058374,2.135778270348498,55.61297504065152,45.75112750629269,7.639647167242887,21.6540327049105,33.94504721393422,67.55896660782545,2.0244379594393154,2.301522029162699,140,13433,20,7489.40057186889,16.05400881730153,9,1046.6765868114803,107992.48724979862,0,16.266977819248062,1194.1993069596476,1.4657154764267688,34.98053343541182
2021-02-05,Jharkhand,Dhanbad,Bhowra,23.75,86.43,433.7739082152456,1.986028152141483,59.1262480542656,138.83370028032726,9.05676341420309,44.74446762570269,28.025736890399035,70.09615079278831,3.027411317045108,5.070161388827295,80,12075,24,8571.467672320838,9.261537459633592,17,886.3115313812596,91965.09176923393,0,9.06347118528977,640.6761635944711,0.9415747962872292,44.448477195175904
2022-08-19,Jharkhand,Bokaro,Kargali,23.82,85.92,430.2992733912496,1.7070886715354616,1.2000541386782118,214.73549712992792,6.665124648094653,31.27696503300123,38.57485052636722,62.91876839483102,2.1796943264729567,-0.36335693342627895,80,11694,20,8305.08642531981,29.01968397498239,23,476.7019752273428,90227.32250220946,0,31.001165470126132,1703.1087813649594,2.1459581696249277,5.523324700642393
2021-07-07,Jharkhand,Bokaro,Kathara,23.91,85.92,412.2264606082353,2.0095054027751424,46.635076597817545,90.88534918267631,18.168948239442322,32.897076201563294,26.48474638772819,54.09145052653289,3.205203832790025,3.692090742591498,200,11057,24,6540.523826186083,6.745751114626859,18,500.3907983927279,88436.26893309111,0,7.081577892239631,384.3398718579837,3.2558302854930803,56.064927953780085
2022-05-15,Jharkhand,Ramgarh,Rajrappa,23.68,85.54,391.6183274962254,2.0845391014000203,84.33293972339291,49.00250676047695,10.252021202711246,28.90662383907317,28.286139290400406,43.00187562561638,3.12344563551917,5.590600341310794,140,5700,20,4767.2305426585335,11.780270689662883,14,250.39040457723658,50335.017925778724,0,11.939617288625298,816.4893269073409,1.5231440599063553,30.63677658942541
2022-06-06,Odisha,Angul,Talcher,20.95,85.23,452.41619742376923,1.8934189103808683,25.126846512273076,159.75696722796795,18.052569869830975,6.10805021286086,32.77475593254705,52.797494022788726,2.943423026755684,3.9490912978095913,140,13517,16,9444.98766418177,-2.0681865577708596,1,810.7299183164886,106393.4599947905,0,-2.1084388482221823,-153.2751474345205,0.7830204825453693,26.15735946970447
2021-05-02,Odisha,Angul,Bhubaneswari,20.94,85.19,375.66008170950204,2.0738552379876185,44.355302856305684,118.90707913450609,10.780227814358632,19.761379512990462,16.45432191727881,72.2821695765183,1.7177789170138533,1.8933447378880865,80,12444,24,10522.505102665835,14.882812098246601,18,917.3329842751508,84948.45080948579,0,15.227319137228527,1056.2676401533313,1.0549960286854216,33.71774452220615
2020-07-31,Odisha,Jharsuguda,Lakhanpur,21.85,83.87,415.5393251355062,2.0609531578184654,8.250677916499185,96.6766453050284,10.554746177469294,22.576460261467417,10.227826723462858,87.31781915835852,0.8540631373467698,5.723861344006023,55,5694,20,3182.8280817043037,17.8550433030698,3,309.5201634282809,44344.7908023079,0,17.62556495008068,1208.0785628631802,2.5309697558427144,4.247014660841723
2019-03-16,Odisha,Sundargarh,Basundhara,21.93,83.73,438.54502068292504,2.2589349360232474,47.58287988574321,20.110744735882662,16.400412088041428,23.53681920396732,27.708503072591732,81.61858313826211,2.6361022136668653,5.842983716797854,140,7240,24,6163.954832496556,7.090061292786969,12,452.83602246351785,67318.92451641562,0,7.579830291582257,454.15916002494396,2.3008895757889443,45.12954249621795
2020-03-10,Chhattisgarh,Korba,Gevra,22.331,82.614,418.45110921853444,2.0042667604290587,54.077263223897894,127.41711274341426,15.485530896623338,39.64857387585674,15.394798607233655,52.48173323506363,3.0471174956339913,2.612062206438309,55,12174,16,6727.869764602253,30.058889638294744,22,834.6560459650808,103986.45479449711,0,29.38988861414144,2120.0119324483812,0.26550651615108034,30.3313768391329
2019-04-13,Chhattisgarh,Korba,Kusmunda,22.25,82.52,425.1178990229323,1.9551299098378196,51.27716376717304,212.33416715680687,18.506766988517246,34.044660906862745,40.79584774408899,56.366195229286035,2.2437631366995014,8.111859505933097,140,23573,16,14870.418269344666,22.36846789186176,10,1672.320551349616,183289.2054963593,0,22.44679394924621,1633.9534176081092,1.4977655418703855,55.812900057922015
2022-12-16,Chhattisgarh,Korba,Dipka,22.418,82.721,393.21570372333673,2.0507514626832406,58.73628976030201,110.562280867214,14.344337088123517,23.665290815066964,24.446438297803656,61.0065767223595,2.2175904812103227,7.84650803959411,200,2379,16,1813.4587351792327,12.675445415636988,15,150.65886377763377,19853.10216014614,0,13.59112617328503,947.8002948750404,0.8366356325999275,22.485582105114936
2023-09-24,Chhattisgarh,Raigarh,Jampali,21.977,83.352,422.5335871370767,1.8792808586684402,89.36598657221288,134.76154010752742,15.74340547204902,37.73177423814899,29.28142198982353,57.41396610184363,2.780832149304875,5.500760035995354,200,9868,16,5344.529745466388,15.975628655045023,7,519.95460143269,96858.05246318417,0,15.902620835585754,1220.1977079410085,0.7140849511186436,49.08652929847822
2021-02-02,Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,429.09442177982135,1.9609452850220042,48.13450455929786,98.81288733835586,22.510381211089175,33.60744761635359,28.128674229397138,55.18829233244118,2.516825410089644,5.536388852389586,80,17149,24,8947.174041866783,9.101167500501486,15,1222.574091106431,124206.85753976993,0,9.82561138201402,518.295048289297,2.4013789094229074,29.896550029611994
2021-01-07,Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,420.47122808171815,1.7370964053833922,55.90218106857179,96.00740058515572,13.219165598719247,21.88944192721526,33.04114402937788,63.977428487775796,2.7616487348277587,4.713989840260652,140,7524,20,5038.163252303899,15.707965258954228,3,450.6052455069659,66654.77371239121,0,16.645232041309846,943.7779947833262,2.0385358518562016,31.870283927402742
2021-03-16,Jharkhand,Dhanbad,Jharia,23.77,86.42,429.1646624788965,2.0751245790699215,28.605519725563795,252.12420417643784,21.991281825652123,20.682940460046396,20.364833595936567,59.857245896539006,2.7275809105074296,7.6099688310665945,80,6208,24,3522.0748196874274,29.75758080513966,16,302.77095916683606,58765.44632349665,0,31.573418519985072,1765.8607721787164,0.5680196205812503,35.55730043526286
2022-08-22,Jharkhand,Dhanbad,Bhowra,23.75,86.43,423.9147406747026,2.3529187659535395,85.17726531000285,137.32905976951395,16.29010244765229,19.549928635354064,37.25417967999865,56.04201440610053,1.4181195923651928,7.892552425418236,200,6645,20,6011.974643903806,14.992823720653444,21,493.8822601773286,59438.71517655733,0,15.97946239924559,870.4890748730296,0.694432578829989,44.804953009644905
2019-04-08,Jharkhand,Bokaro,Kargali,23.82,85.92,499.4661546736438,1.7938534581461787,1.713686387119374,8.463230215595416,15.266981208575189,36.24752611660105,21.772983769989597,58.513736848327206,2.290012325513789,0.5422633184280108,80,13473,20,9856.282890836561,41.174688176072934,0,850.5808370571112,119595.02975928476,0,44.55150030387433,2800.794648197782,1.1929574241108236,23.5091812109501
2021-03-08,Jharkhand,Bokaro,Kathara,23.91,85.92,406.09445781472414,2.162772692815577,46.968132884869995,189.39982379674424,22.466426374073137,13.183817578943238,38.95470344520073,73.10412476424897,2.4904100952753137,6.891928021542213,55,18156,24,11922.71280585388,25.724670870395123,11,1279.1697311089688,123561.02535748093,0,27.065401900617793,1912.3652859984577,2.2103633961648104,44.0363650315263
2022-09-20,Jharkhand,Ramgarh,Rajrappa,23.68,85.54,406.00634322353505,2.0109074797031914,28.64434791223178,114.02682369393068,11.0424010563136,23.953735196518444,15.738613312595309,61.34405916500378,2.52472913453434,-0.6492416847337479,200,12399,20,6604.370400558837,24.200879742255736,0,529.3015263888764,82262.01932627588,0,25.606859852375706,1803.9447745344112,1.3164115516251669,29.15762101923828
2021-05-08,Odisha,Angul,Talcher,20.95,85.23,431.56187536854054,2.0599717743085053,23.342993327245814,172.6360785780584,19.953933000023245,36.217669889897586,15.923749195101895,75.87681702903859,2.3418377448619143,5.898428014798403,55,8797,16,7382.670610206574,32.57066483608045,3,494.87490496849716,63920.27457939504,0,34.12164628440239,1912.6215343880863,2.044149331914274,33.86118080991282
2020-03-10,Odisha,Angul,Bhubaneswari,20.94,85.19,447.1242886036739,1.7684607839376476,44.93785077594026,31.65381265177821,22.186054960701604,26.19089596505963,32.549936093804895,63.58893621846771,2.1617175077196134,2.4276360698063524,80,12868,24,9116.245938248328,4.290063402878234,10,738.1686307538116,97479.26710091143,0,4.195767331537487,272.28135499048176,0.13606793541682727,28.53460107745206
2020-03-22,Odisha,Jharsuguda,Lakhanpur,21.85,83.87,404.59658774872275,1.7049384652970074,38.431981209425146,54.195644467743456,13.017543516252708,28.40411213668656,22.216810319275755,66.5303121824416,1.6470494901266077,0.6410323251318699,80,6602,16,4905.512975228061,9.888873192537716,8,293.86660204027044,49910.56203713672,0,9.711436078375906,678.7673405760272,1.3979989450573564,35.46332093131023
2022-08-24,Odisha,Sundargarh,Basundhara,21.93,83.73,388.4403567033152,2.047270641164939,22.86799750720833,71.51623126107957,17.234672391512184,19.241195638920917,24.3895115273607,50.441941273829606,3.849520854129409,2.224043804543969,200,11211,16,7060.259796572629,27.56725574773654,16,770.1400344408919,73532.58078467169,0,29.912171431501523,1686.5189853688094,1.9034792925757131,14.327391231587436
2019-09-06,Chhattisgarh,Korba,Gevra,22.331,82.614,426.03472973092806,1.6532694212160326,13.278243965899158,88.83928457670105,10.418764737352374,8.902719040910654,19.69383765239397,40.961117244086836,2.081194470422464,5.883782661625771,200,7771,16,6278.229376123691,16.590843771314788,12,438.46231755654895,73299.33201213076,0,17.503284128144017,941.2538032176242,0.09567450398397215,14.205612791975206
2019-06-15,Chhattisgarh,Korba,Kusmunda,22.25,82.52,411.54397533351437,2.0320468482775005,21.138663805951925,223.06044749648603,17.187357565935454,24.90226715676355,34.712179584467066,71.18856873573452,2.078645731446099,2.583635839513283,80,1621,24,1114.0601610497288,19.725766354795702,20,110.9139253250321,11079.311891364276,0,19.3074109121456,1151.3664382857046,1.2998452922608295,6.281708047988406
2023-02-13,Chhattisgarh,Korba,Dipka,22.418,82.721,429.2657186352637,1.9170225764664488,2.9581519065166972,173.79785781015553,14.888619316561453,18.997711634560385,30.32697703687796,54.18656875684936,2.741046162491283,8.63905685892098,80,13588,24,11923.625193722657,15.388367478913356,14,570.7775602912542,97223.25970861051,0,16.324179243505547,910.8842294295049,1.2762783142339942,13.432643065283296
2021-09-10,Chhattisgarh,Raigarh,Jampali,21.977,83.352,414.80170468638664,1.7052169590322572,24.490391583752164,162.47330480520196,20.287182814078434,36.914757488117786,35.66448075375935,56.39758701292349,3.0657750790390788,7.569240019451757,80,7422,24,6479.765237730217,-0.6674748100016394,13,432.75956454667426,56950.759910856774,0,-0.7310358872182023,-51.145766341976774,0.8901181026623869,26.956479774894667
2022-09-20,Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,427.80449449438885,1.6054032020702453,38.632142322389946,133.9357558222358,20.141044650832228,26.185373900519775,34.34262469524954,67.98576487526456,2.9995689004762953,6.169691718369116,55,16272,16,14731.574997250176,13.087659424086326,21,971.044066601648,136436.18339582178,0,12.927894328279365,912.4307195321069,2.114662496682911,33.609356306768944
2021-10-16,Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,458.1610141304225,1.948940254115948,54.63031905615169,181.75975342595132,13.950103021877663,16.686530131653257,28.793174048122587,53.74150189222289,1.6258966377419148,6.769750667758619,55,9949,16,6743.563531480602,15.653667330306131,24,695.9534098160989,91111.37950271762,0,15.635454984314643,1138.228904036658,1.7786345381436304,31.508787537055348
2020-06-25,Jharkhand,Dhanbad,Jharia,23.77,86.42,407.8063734097911,1.8466864834622527,30.99721970752264,114.48652231575095,13.971640550107029,20.502045897827713,26.54269911785006,36.612448551143984,1.8940837935995294,3.264179430345602,140,6156,16,4034.5193227163268,6.92051246275364,10,410.81657869266576,49580.961393221165,0,6.888944797521009,394.7956694141824,0.5922946653705945,12.700510914406202
2021-01-28,Jharkhand,Dhanbad,Bhowra,23.75,86.43,399.0965770156002,2.3112637187675125,52.817829187805245,90.00206585225412,13.36272089853125,28.855231583196428,26.64582597360051,78.54779025886394,2.669251161893977,6.323867179309687,140,11341,24,7857.1919794647865,25.030889974168183,0,851.1860089995279,90463.5247504897,0,26.955685783471804,1477.6542218535847,2.49780868215558,26.35076243557257
2022-02-03,Jharkhand,Bokaro,Kargali,23.82,85.92,415.6680668690707,1.6356229146721737,48.40256126591135,135.39614915202276,17.86071987140038,41.73775582338054,28.44456563176841,46.015924893813036,1.9833433893077301,1.7607124276358932,140,15526,24,8452.415497555578,25.951679313063106,10,596.3244763903906,127278.7459996782,0,26.02718263060278,1554.9989879288598,2.5992442834608074,39.579078917489234
2023-05-06,Jharkhand,Bokaro,Kathara,23.91,85.92,435.138734495507,1.8182914302133784,64.18414218271306,170.50236215123718,12.419886396821571,35.181408900021275,14.404356168938877,30.342903420777454,3.1829522104860053,2.849869631022244,55,20034,24,16669.10749501989,20.071018847800755,3,1124.0958576197797,188683.49446537707,0,20.54075193267557,1428.6966026555863,1.7915618371641278,41.371027857206016
2019-03-22,Jharkhand,Ramgarh,Rajrappa,23.68,85.54,381.35301471771,2.0984873778602666,35.49265890365932,62.22262536582199,5.671190878879546,27.827307984109453,28.448984235493693,54.714945069070225,2.1280640466966645,6.651458344721215,140,156,24,133.08876893176037,-14.912963672154222,2,9.828316110932006,1262.4341988260683,0,-14.568009536996284,-916.3266019271742,2.7587125039971236,3.137692916432421
2019-05-13,Odisha,Angul,Talcher,20.95,85.23,417.85690885311817,1.8582643490590187,31.36799815560535,135.76499778160792,14.787856492366751,33.86188441282025,24.895046535683953,68.83407602745228,2.605566437361837,6.108480456086478,200,10681,16,7611.6490553075955,23.331180972250458,16,625.8759056404167,86298.36152746859,0,25.034753527773077,1769.9272641075236,1.5178764109137204,27.43738624791447
2021-03-07,Odisha,Angul,Bhubaneswari,20.94,85.19,434.2824501142036,2.1275007990795327,49.04098393073493,120.33602626033226,19.027029700906958,35.68845664166874,30.356030568451423,40.88106224056463,1.8870182939046467,7.670936798428844,140,13040,20,8464.577028336667,28.372170956081536,2,759.8357257591249,120790.29146668069,0,28.842638977996554,1573.167838830344,0.11405449256640887,25.84039976077389
2021-06-18,Odisha,Jharsuguda,Lakhanpur,21.85,83.87,416.8458647979355,1.9440797037781143,34.99737219975336,102.89270640823513,5.471751136188882,33.13770916994765,17.292630726646422,61.29259554156308,2.7637418946315884,6.276476156689393,200,11932,16,7865.262677694521,18.625754560409923,5,567.310654245878,115277.98804067708,0,18.833595077869244,1158.326577349785,1.2319453824578481,18.59730016806722
2019-05-18,Odisha,Sundargarh,Basundhara,21.93,83.73,449.7193982130377,2.21898937528981,64.00967372839062,133.50073389080313,14.367668258531872,15.521327927457502,33.792927240169114,78.82091458575073,2.3623997779330628,4.083740993184616,140,14193,20,7655.909290556023,27.34411623684492,2,1078.5420033075009,146626.59801846527,0,27.908886427145813,1811.5285280068729,1.2685943248850968,40.45942643461273
2019-07-03,Chhattisgarh,Korba,Gevra,22.331,82.614,440.3288125905925,1.9482465432720897,72.11445496552838,109.7164779316969,16.382962643880205,15.972901457496008,32.10355872399033,71.22803757083625,2.1004907855214547,-0.37427104104021947,55,9151,20,5231.338009961036,8.43225486992942,16,493.51661897756094,74078.57798408499,0,8.885151575937018,482.540826635761,0.0,35.93638315923361
2022-11-25,Chhattisgarh,Korba,Kusmunda,22.25,82.52,415.88897492236185,2.0223125737112375,47.15937432187784,64.41119002855662,0.44750325304098126,18.293375447155206,19.13248834158286,45.2901383823606,2.085628366387506,6.816466323450851,140,17071,16,9035.590198764672,19.651244590217836,8,1207.2917679465968,121240.71474919278,0,20.958900862977902,1205.7047460319307,0.9723388069956719,33.810754851175574
2022-09-15,Chhattisgarh,Korba,Dipka,22.418,82.721,449.48539365634036,2.0027071866513038,17.014064948585258,11.387173288208672,20.389931552191154,16.87561395917733,27.319920567572087,53.16451846585512,3.5396851902521473,3.961040927667056,80,5340,16,3000.919522246009,10.43664600514587,18,249.45497176400943,54694.682623726294,0,11.439092578843972,640.8930960454028,0.8039583043928173,4.49385901231641
2021-02-23,Chhattisgarh,Raigarh,Jampali,21.977,83.352,443.254696379695,1.7542119880126283,6.900411132509909,64.90231682003808,15.33331468039071,29.868418195334684,30.407524761154196,46.9794498731076,3.192797585379429,6.387583203361707,140,13760,24,12213.280161922725,28.12277531193718,6,583.6448866466296,129959.47897852202,0,29.02178069655148,2002.3007864066947,1.725259772906079,30.31622639262822
2023-03-12,Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,393.17038135563723,1.9850790814343546,16.18610583424656,121.41914058162486,16.59456368501353,30.87908089857875,22.625906003307623,36.96247758870663,2.8047494916024496,2.8285517145726082,55,9240,16,7915.1988849654135,6.897876047990206,10,660.8817673660345,72280.54460510946,0,7.084388511519237,441.20094440013537,1.8439390773598376,4.038717887225484
2021-09-10,Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,406.1790487753124,2.4189173640108734,38.92226675028252,150.47877756453596,3.729563225984837,32.70093089355793,25.149097356632026,64.3713026275095,2.9687638788833963,2.4576964055682478,80,7711,20,4917.28606644861,16.96503234734399,17,550.6170853209181,69737.23314496058,0,17.15499644066604,1125.7234113685438,2.0846438639505367,18.52465046095969
2019-03-10,Jharkhand,Dhanbad,Jharia,23.77,86.42,437.7868158177092,2.123644317706561,16.266602343596084,110.06626822702441,26.95648622785587,25.122834935415955,38.11384858698698,65.5147487680283,2.9929580438730286,1.2896652353088944,140,4403,24,3811.5454498855297,17.17846023729982,1,215.24012802807462,35150.57255143147,0,18.195039885720046,974.1932625462642,2.064983384407067,20.428949870391882
2020-06-29,Jharkhand,Dhanbad,Bhowra,23.75,86.43,429.8615303970941,1.9727037307205029,41.9802180072724,70.97470238549266,14.281076434370274,33.472760838722074,27.192921777486273,49.03527588948356,1.7630488983106234,1.1478963842531695,55,4627,16,2438.519351721928,15.586580949487962,10,319.0624019192202,44944.25624184124,0,15.761580724652527,858.752320576663,2.630651866722787,27.132337542267113
2023-12-03,Jharkhand,Bokaro,Kargali,23.82,85.92,431.8773313249943,2.0144510312342785,31.569624318562774,66.37994570039746,14.351852319050241,20.630770250802684,29.290566646663752,46.96954879762408,1.568369394526717,0.10616457637777277,140,10697,24,7199.334220687683,33.8061845597814,17,502.99865214616756,82170.32397483496,0,36.75046667772538,2379.3350597890853,1.7370062698859776,16.102830124767323
2019-02-22,Jharkhand,Bokaro,Kathara,23.91,85.92,420.25228232321626,2.05665315099585,0.01,56.418510930897384,17.155217081338783,22.87860281893242,25.822135892140675,75.40974106107298,2.5623323916962697,2.684946379005349,140,11717,24,6228.901479444138,9.044286254051855,3,788.2341994617177,81890.13700129517,0,9.41586826442933,651.263070945772,1.2333415221661974,16.089052515008998
2023-01-13,Jharkhand,Ramgarh,Rajrappa,23.68,85.54,430.84589507139236,1.777436950825477,62.144995676475645,136.53928702794076,13.73007449885487,29.549782036937504,30.293522272670877,65.28300272169881,3.2959862950487953,1.7740021257470842,140,16375,24,10152.17815879938,22.76362002519448,3,997.5246513677808,141855.344196478,0,24.434731505946115,1258.4159957204124,1.148072339714429,46.99777841446254
2019-07-24,Odisha,Angul,Talcher,20.95,85.23,366.9179126578035,1.6338528292526187,42.94089161736257,111.00955610211093,14.24806275316089,47.90794309442097,23.919578511417743,62.09736828476502,2.0985332628415225,6.558055747274153,80,10451,16,5861.580915959575,35.77811134572356,4,481.9297166958537,91911.0076560068,0,35.172565979409065,2661.5302355335243,2.158961086016352,34.90115422817145
2019-05-06,Odisha,Angul,Bhubaneswari,20.94,85.19,432.0873848901123,1.9112161906848855,73.81309935868038,106.78879444525985,25.79190424638294,38.69445100526615,17.66912772860931,69.30095596867886,3.4874726689597333,2.895246469046124,80,12686,24,7881.634720545504,20.338988978866553,1,899.8505790491764,111295.93891131955,0,20.486093441500536,1277.0715641350157,0.23690608899063204,56.80338123960652
2023-11-06,Odisha,Jharsuguda,Lakhanpur,21.85,83.87,381.4484293047823,2.0091590232485337,76.03533511618963,63.16752945890183,8.936227774600974,27.756761836800063,29.684695461647166,54.52057717388122,2.3920666613839012,4.490729457018441,200,6856,24,4663.3233710649165,23.06569450347985,8,295.24383206864803,58211.22538665971,0,22.531962000242856,1648.679376730835,0.9805690709111909,40.80851935554289
2019-02-12,Odisha,Sundargarh,Basundhara,21.93,83.73,423.08660151828997,1.7088942790778523,87.79947158498251,81.76985999010321,19.56554912704528,34.418566293964815,19.183760645599502,47.9689606199857,2.3889434622099106,1.4299310573493869,140,18078,20,15284.004495968991,37.20466679877799,5,1049.1249312662378,174402.23833956363,0,36.999341209937754,2622.239255557692,2.0100506796749174,59.890843219563344
2023-11-11,Chhattisgarh,Korba,Gevra,22.331,82.614,464.16889031276946,2.304590446190198,54.5779115845555,127.145161214048,8.236488606110989,24.032716600550376,24.809629059788477,73.68385533052722,2.815127521919656,1.057781648689439,55,10615,20,5784.237085806629,9.890682984578179,12,910.1528861333885,90160.69215161123,0,10.220819787086619,631.0105305628158,0.24185378458171924,42.768821236732336
2019-04-21,Chhattisgarh,Korba,Kusmunda,22.25,82.52,430.55177791669854,1.6894567386481387,5.201543523989756,176.20420538047733,4.081746709976448,33.59340292802116,31.983293708926894,82.25059331520109,2.1595955214804268,7.205777058020127,80,16739,16,13814.484765547837,8.958675047978119,9,797.921987711545,132637.8749386124,0,9.379318738972618,585.8578039016548,2.100889345993397,20.522453363654385
2021-01-30,Chhattisgarh,Korba,Dipka,22.418,82.721,405.8281801774274,1.4624115033735934,12.312825477840157,27.013897964088855,8.139865807746908,25.896490226568297,26.685102539001196,49.391503541425365,2.5643677838919174,-0.38607085986693424,200,4488,20,3531.2994922203593,-8.50662298668146,14,194.43941872042652,32333.041894306636,0,-8.560652166275526,-527.3219528323291,2.375131814535052,2.325046898678041
2023-08-14,Chhattisgarh,Raigarh,Jampali,21.977,83.352,486.96107957983446,2.1322630883208005,83.3179138145455,133.69635796646284,9.032730744079206,32.718661120472085,44.39889885379514,67.82070492645319,2.5212102174031545,5.0690964567912165,200,15573,16,12732.620559750676,23.29606724233956,4,1180.2651370663302,179528.30688815966,0,24.033438486145403,1778.9902137587735,0.39245151687493074,45.801825075525116
2022-04-21,Chhattisgarh,Raigarh,Dharamjaigarh,22.308,83.285,479.5566952423873,1.990556072560999,98.91034946451998,38.471893916623074,18.504450755983054,0.6566380819288433,27.99835160559652,69.20582590946717,3.1865230664973936,1.6423368813426782,55,4829,24,2539.2499047789106,23.425699230828485,3,344.26930184480057,46619.511053668226,0,23.622349044879602,1659.93463559704,2.7557756699366873,50.6211637722114
2021-04-27,Chhattisgarh,Surguja,Bhatgaon,23.037,82.857,437.5853560887331,1.741819627105422,56.32356912085461,60.78270210199241,23.638750207871844,34.13786744922096,27.501960064662754,77.44244703682338,1.4926086487075239,1.8021078396158674,200,9965,16,7381.731514614982,2.811276645192603,0,606.5733957015705,70804.15576666273,0,2.8349647477638387,204.82584880344126,1.3727306685051093,43.68871542358577
2019-04-05,Jharkhand,Dhanbad,Jharia,23.77,86.42,421.0478843010522,1.990829320901611,58.30994839502299,92.17415122610859,13.002097640421896,28.419554023210114,34.07725491137254,50.69919956565156,0.4855968547191547,6.374666078034069,55,17457,24,15872.408267291894,10.440138766941068,17,1220.029825686529,162645.80955554103,0,10.180169487955268,692.8313670397066,1.7610500667664484,37.059217577659815
2022-10-29,Jharkhand,Dhanbad,Bhowra,23.75,86.43,416.7318010180747,2.2000989462893368,14.814064704249084,98.48896213199875,4.912191985045906,20.178547470087164,27.13037910476644,79.13341843751964,3.652292317985159,-1.5516341508113802,140,4801,24,3176.4986525372346,-7.968623147889009,8,222.02593463215777,33779.52525016911,0,-8.458738013581847,-557.9223771754141,1.2564867231816994,-2.6108460238653084
2023-03-24,Jharkhand,Bokaro,Kargali,23.82,85.92,451.2294051582967,1.765876413205892,58.36811874428953,67.33838280715369,14.605185284314869,29.100728667188214,36.98941358076938,42.69917374231726,1.9828373202308462,9.363626280241373,140,8822,24,6917.889242697132,19.510652087289344,12,417.0614108844993,87033.2408792974,0,20.158974446085008,1253.1082158955164,0.9525321567573297,29.44903254948041
2021-06-18,Jharkhand,Bokaro,Kathara,23.91,85.92,418.8949758327173,2.0613930387987898,18.816790656096277,73.81060767883794,13.96476753714365,19.405540498493586,28.455047966817748,67.9905517276496,2.6094936710352536,7.720382810812736,55,7112,24,4694.211620680411,4.8402138020342305,28,378.49592667574166,65655.00398064773,0,5.137245429087999,362.106438073582,0.33620482279211505,30.9059334618073
2019-12-26,Jharkhand,Ramgarh,Rajrappa,23.68,85.54,445.5343021006664,2.245338376640456,70.07916629200379,133.49584640112388,20.479220205452453,12.640454124545695,41.885863351972404,70.68725864612225,1.2327702759511052,-0.581486616109121,80,7961,20,3981.7228336262356,9.431015757977336,2,524.8428580819069,71627.65970966163,0,9.576372295287502,674.2981694735827,1.0677286962128103,35.832268402826415
2021-06-18,Odisha,Angul,Talcher,20.95,85.23,428.1168912147839,1.937578975254818,47.30248910131336,132.92191728076344,5.03754811466575,24.678064265008356,27.60945886221943,68.2159515175464,2.403140154471012,5.891175092473013,200,8323,16,4449.595840523129,0.40804719784737387,7,345.00248790023284,61944.121816432926,0,0.40649871276204563,23.932606927438457,1.545829148115214,21.1705507416466
2023-09-16,Odisha,Angul,Bhubaneswari,20.94,85.19,440.6381066565472,1.8956491087115508,55.288007636400174,49.91798095468532,0.01,35.43036339299888,29.461313793571033,68.10561084820756,3.522310277887486,1.193317906284605,55,7666,24,4525.736270300452,8.775734508653052,29,335.4383221837176,78080.37856871227,0,9.219756811199314,597.9744956085628,1.3430386719367347,28.83598907444707
2019-10-08,Odisha,Jharsuguda,Lakhanpur,21.85,83.87,434.2107452108692,1.9704956964066063,8.919805934850437,32.7454303508474,14.293090801425638,21.75086461391404,41.24106236875513,57.92455179696996,3.965650297947687,2.6755475323662585,140,18840,20,15479.674036456663,13.278315135945288,15,795.8139979375271,145138.23283072826,0,13.70729850768889,947.0950795401069,1.2284825477067056,25.42731303782452
